date;stationID;interpret;title
02/13/2024 04:38:11;41;Cro;Einmal Um Die Welt
02/13/2024 04:38:43;1live;The Kid LAROI;WHAT JUST HAPPENED
02/13/2024 04:38:44;dashitradio;Justin Timberlake;New Selfish
02/13/2024 04:39:49;bremennext;Eliza Rose mit Calvin Harris;Body Moving
02/13/2024 04:40:05;bayern1main;Arthur Baker and The Backbeat Disciples;The Message Is Love
02/13/2024 04:41:28;18;Beyoncé;Texas Hold 'em
02/13/2024 04:41:29;41;Beyoncé;Texas Hold 'em
02/13/2024 04:42:17;1live;Zara Larsson;Lush Life
02/13/2024 04:42:33;dashitradio;Olly Murs feat. Flo Rida;Troublemaker
02/13/2024 04:44:11;1live;Harry Styles;Late Night Talking
02/13/2024 04:44:45;bayern1main;R.E.M.;Losing My Religion
02/13/2024 04:45:01;bremennext;6pm Records mit Luciano;Wonderful Life
02/13/2024 04:45:33;1live;Jax Jones feat. MNEK;Where Did You Go?
02/13/2024 04:45:33;dashitradio;Asdis;Angel Eyes
02/13/2024 04:45:50;18;Miley Cyrus;Used To Be Young
02/13/2024 04:45:50;41;Miley Cyrus;Used To Be Young
02/13/2024 04:46:39;1live;David Guetta feat. Kid Cudi;Memories
02/13/2024 04:48:33;1live;Doja Cat;Paint The Town Red
02/13/2024 04:48:33;dashitradio;Sigma;Nobody To Love
02/13/2024 04:48:33;bremennext;Artemas;If U Think I'm Pretty
02/13/2024 04:48:49;bayern1main;Cook Da Books;Your Eyes
02/13/2024 04:49:06;18;Whitney Houston;How Will I Know
02/13/2024 04:49:06;41;Whitney Houston;How Will I Know
02/13/2024 04:50:28;bremennext;Nicki Minaj;Super Freaky Girl
02/13/2024 04:50:44;bremennext;Luciano;Cold Princess
02/13/2024 04:51:33;dashitradio;Taylor Swift;Cruel Summer
02/13/2024 04:52:05;1live;Lana Del Rey;Video Games
02/13/2024 04:52:22;18;Noah Kahan;Stick Season
02/13/2024 04:52:23;41;Noah Kahan;Stick Season
02/13/2024 04:52:55;bremennext;CIVO mit Maxe;Keine Homies
02/13/2024 04:53:44;bayern1main;Elvis Presley;You're The Devil In Disguise
02/13/2024 04:54:33;dashitradio;Erasure;Sometimes
02/13/2024 04:54:34;18;Daft Punk;One More Time
02/13/2024 04:54:34;41;Daft Punk;One More Time
02/13/2024 04:54:49;1live;Kungs & Cookin' On 3 Burners;This Girl
02/13/2024 04:54:50;bremennext;Dave mit Central Cee;Sprinter
02/13/2024 04:55:57;bayern1main;Cyndi Lauper;She Bop
02/13/2024 04:57:51;dashitradio;The Kid Laroi;What Just Happened
02/13/2024 04:58:08;1live;Thirty Seconds To Mars;Seasons
02/13/2024 04:58:40;bremennext;Maître Gims mit Super Sako;Mi Gna (Maître Gims Remix)
02/13/2024 04:58:57;18;Lil Nas X;Thats What I Want
02/13/2024 04:58:57;41;Lil Nas X;Thats What I Want
02/13/2024 05:00:35;dashitradio;Ava Max;Sweet But Psycho
02/13/2024 05:00:36;bayern1main;;    Rheinmetall erweitert Munitionsfabrik in Niedersachsen
02/13/2024 05:00:36;bremennext;Ella Henderson mit Rudimental;Alibi
02/13/2024 05:03:21;bremennext;Creeds;Push Up
02/13/2024 05:03:37;1live;Dua Lipa;Houdini
02/13/2024 05:03:38;dashitradio;Keri Hilson;I Like
02/13/2024 05:04:28;1live;Ofenbach feat. Norma Jean Martine;Overdrive
02/13/2024 05:04:28;18;Ellie Goulding;Lights
02/13/2024 05:04:29;41;Ellie Goulding;Lights
02/13/2024 05:05:35;bayern1main;Gloria Gaynor;I Am What I Am
02/13/2024 05:06:25;bremennext;Tate McRae;Greedy
02/13/2024 05:06:41;1live;Robin Schulz feat. Francesco Yates;Sugar
02/13/2024 05:07:13;dashitradio;Kamrad;Feel Alive
02/13/2024 05:07:47;18;Topic, A7s;Kernkraft 400 (a Better Day)
02/13/2024 05:07:47;41;Topic, A7s;Kernkraft 400 (a Better Day)
02/13/2024 05:08:20;bremennext;Pajel mit Jazeek;Nostalgie
02/13/2024 05:09:09;bayern1main;Eros Ramazzotti;Piu Bella Cosa
02/13/2024 05:09:58;dashitradio;Cyril;Stumblin' In
02/13/2024 05:09:59;41;The Kid Laroi;What Just Happened
02/13/2024 05:11:05;bremennext;Skrillex mit Missy Elliott;Ratata
02/13/2024 05:11:05;18;The Kid Laroi;What Just Happened
02/13/2024 05:11:54;1live;Benson Boone;Beautiful Things
02/13/2024 05:13:17;dashitradio;Pharrell Williams;Happy
02/13/2024 05:13:17;bremennext;Kungs mit David Guetta;All Night Long
02/13/2024 05:14:23;18;Marc Cohn;Walking In Memphis
02/13/2024 05:14:23;41;Marc Cohn;Walking In Memphis
02/13/2024 05:14:39;bayern1main;Nickerbocker & Biene;Hallo Klaus
02/13/2024 05:15:13;1live;Mabel;Don't Call Me Up
02/13/2024 05:16:19;bremennext;Lil Nas X mit Jack Harlow;Industry Baby
02/13/2024 05:17:07;dashitradio;Sia;Gimme Love
02/13/2024 05:17:41;18;Robin Schulz & Rita Ora & Tiag;I'll Be There
02/13/2024 05:17:41;41;Robin Schulz & Rita Ora & Tiag;I'll Be There
02/13/2024 05:18:14;bayern1main;Bee Gees;Tragedy
02/13/2024 05:20:08;dashitradio;James Blunt;1973
02/13/2024 05:20:25;bremennext;Safraoui mit RAF Camora;Montenegro
02/13/2024 05:20:25;1live;David Guetta & Kim Petras;When We Were Young (The Logical Song)
02/13/2024 05:20:58;18;Usher;Dj Got Us Fallin' In Love
02/13/2024 05:20:59;41;Usher;Dj Got Us Fallin' In Love
02/13/2024 05:22:53;1live;Clean Bandit feat. Jess Glynne;Rather Be
02/13/2024 05:22:53;bremennext;Drake mit Lil Durk;Laugh Now Cry Later
02/13/2024 05:24:00;dashitradio;Nico Santos;Would I Lie To You
02/13/2024 05:24:16;bayern1main;Robbie Williams;Love My Life
02/13/2024 05:24:17;18;Tom Gregory;Small Steps
02/13/2024 05:24:17;41;Tom Gregory;Small Steps
02/13/2024 05:26:28;18;Michael Schulte;Back To The Start
02/13/2024 05:26:28;41;Michael Schulte;Back To The Start
02/13/2024 05:27:01;bremennext;Claude;Ladada (Mes Derniers Mots)
02/13/2024 05:27:17;dashitradio;Mike Posner;Cooler Than Me
02/13/2024 05:27:33;bayern1main;Roxette;June Afternoon
02/13/2024 05:27:50;1live;Gayle;abcdefu
02/13/2024 05:30:19;bremennext;Taylor Swift mit Kendrick Lamar;Bad Blood
02/13/2024 05:30:51;dashitradio;Loi;Am I Enough
02/13/2024 05:30:52;18;The Black Eyed Peas;Shut Up
02/13/2024 05:30:52;41;Dario G;Sunchyme
02/13/2024 05:32:47;bremennext;Nimo mit Eno;Miss My Home
02/13/2024 05:33:36;dashitradio;Michael Schulte;Remember Me
02/13/2024 05:33:36;1live;Purple Disco Machine x Duke Dumont x Nothing But Thieves;Something On My Mind
02/13/2024 05:34:09;bayern1main;Michael Sembello;Maniac
02/13/2024 05:34:09;18;David Guetta X Becky Hill X El;Crazy What Love Can Do
02/13/2024 05:34:09;41;David Guetta X Becky Hill X El;Crazy What Love Can Do
02/13/2024 05:35:14;1live;Bennett;Vois Sur Ton Chemin (Techno Mix)
02/13/2024 05:35:31;bremennext;Dua Lipa;Dance The Night
02/13/2024 05:37:08;dashitradio;Harry Styles;Sign Of The Times
02/13/2024 05:37:26;18;Bon Jovi;Livin' On A Prayer
02/13/2024 05:37:26;41;Bon Jovi;Livin' On A Prayer
02/13/2024 05:37:41;1live;Major Lazer;Light It Up
02/13/2024 05:38:14;bayern1main;Geri Halliwell;It's Raining Men
02/13/2024 05:38:31;bremennext;J Balvin mit Usher;Dientes
02/13/2024 05:39:37;41;Ray Dalton;All We Got
02/13/2024 05:40:43;18;Ray Dalton;All We Got
02/13/2024 05:41:15;dashitradio;Glockenbach;Lifeline (X Ella Henderson)
02/13/2024 05:41:15;bremennext;Reneé Rapp mit Megan Thee Stallion;Not My Fault
02/13/2024 05:42:04;1live;ClockClock;Over
02/13/2024 05:43:59;dashitradio;Purple Disco Machine;Substitution (feat. Kungs)
02/13/2024 05:44:15;bremennext;Young T mit Bugsey;Strike A Pose
02/13/2024 05:44:48;bayern1main;Stevie Wonder;Part Time Lover
02/13/2024 05:45:04;18;Avicii;Levels
02/13/2024 05:45:05;41;Avicii;Levels
02/13/2024 05:46:59;dashitradio;Lost Frequencies;Love To Go (Zonderling & Kelvin Jones)
02/13/2024 05:47:33;bayern1main;Natalie Imbruglia;Torn
02/13/2024 05:48:21;bremennext;Billa Joe mit Faroon;Business Straight
02/13/2024 05:48:22;18;Taylor Swift;Cruel Summer
02/13/2024 05:48:22;41;Taylor Swift;Cruel Summer
02/13/2024 05:48:55;1live;Keri Hilson;I Like
02/13/2024 05:49:44;dashitradio;Destiny's Child;Say My Name
02/13/2024 05:50:17;bremennext;J.I.D. mit 21 Savage;Surround Sound
02/13/2024 05:50:34;18;Aerosmith;I Don't Want To Miss A Thing
02/13/2024 05:50:34;41;Aerosmith;I Don't Want To Miss A Thing
02/13/2024 05:52:44;1live;Daddy Yankee feat. Snow;Con Calma
02/13/2024 05:53:34;1live;Teddy Swims;Lose Control
02/13/2024 05:53:34;dashitradio;Clockclock;Someone Else
02/13/2024 05:53:35;bremennext;Justin Bieber mit Daniel Caesar;Peaches
02/13/2024 05:53:51;bayern1main;After The Fire;1980 F
02/13/2024 05:53:51;18;Nico Santos;Play With Fire
02/13/2024 05:53:52;41;Nico Santos;Play With Fire
02/13/2024 05:56:02;1live;Giant Rooks;Morning Blue
02/13/2024 05:56:18;bayern1main;Beatles;Twist And Shout
02/13/2024 05:56:51;bremennext;Sigma mit Ebenezer;Care About Us
02/13/2024 05:58:12;41;Sia;Gimme Love
02/13/2024 05:58:28;1live;ÁSDÍS;Angel eyes
02/13/2024 05:59:17;bremennext;Becky Hill mit Lewis Thompson;Side Effects
02/13/2024 05:59:17;18;Sia;Gimme Love
02/13/2024 06:00:54;dashitradio;Lena;Looking For Love
02/13/2024 06:01:10;bayern1main;;    Wirtschaft fordert Verbesserung bei Lieferkettengesetz 
02/13/2024 06:02:30;bremennext;Diplo mit Maren Morris;42
02/13/2024 06:03:35;dashitradio;Dua Lipa;Houdini
02/13/2024 06:03:50;1live;Sean Paul;She Doesn't Mind
02/13/2024 06:04:39;bayern1main;BAYERN 1;Es ist 06:03 Uhr
02/13/2024 06:04:39;18;Ásdís;Angel Eyes
02/13/2024 06:05:11;1live;Icona Pop;I Love It
02/13/2024 06:05:45;41;Ásdís;Angel Eyes
02/13/2024 06:06:17;bremennext;Luciano;Schmetterling
02/13/2024 06:06:50;bayern1main;Manfred Mann;For You
02/13/2024 06:07:39;dashitradio;Mando Diao;Dance With Somebody
02/13/2024 06:07:56;18;Justin Timberlake;What Goes Around Comes Around
02/13/2024 06:07:56;41;Justin Timberlake;Rock Your Body
02/13/2024 06:08:28;1live;Glockenbach feat. Ella Henderson;LIFELINE
02/13/2024 06:08:28;bremennext;Ariana Grande;Yes, And?
02/13/2024 06:10:23;bayern1main;Billy Ocean;Love Really Hurts Without You
02/13/2024 06:11:12;dashitradio;Alle Farben X Lewis Thompson;Love Hurt Repeat (feat. Mae Muller)
02/13/2024 06:12:18;bremennext;Plank,Charlotte, Hybrid Minds;Lights (Explicit)
02/13/2024 06:12:50;1live;Nina Chuba;Wildberry Lillet
02/13/2024 06:13:23;18;Eiffel 65;Blue (da Ba Dee)
02/13/2024 06:13:23;41;Lady Gaga;Hold My Hand
02/13/2024 06:14:11;dashitradio;Mark Ronson feat. Bruno Mars;Uptown Funk
02/13/2024 06:15:00;1live;Sia;Gimme Love
02/13/2024 06:16:38;bremennext;Gunna;Fukumean
02/13/2024 06:16:39;18;Lady Gaga;Hold My Hand
02/13/2024 06:16:39;41;Eiffel 65;Blue (da Ba Dee)
02/13/2024 06:18:16;dashitradio;Matt Simons;Catch & Release (Deepend Remix)
02/13/2024 06:18:33;bremennext;Alok mit James Arthur;Work With My Love
02/13/2024 06:18:49;bayern1main;Eric Carmen;Hungry Eyes
02/13/2024 06:19:54;1live;Milky Chance;Stolen Dance
02/13/2024 06:19:54;bremennext;Dom Dolla mit Nelly Furtado;Eat Your Man
02/13/2024 06:21:48;bayern1main;BossHoss feat. Common Linnets;Jolene
02/13/2024 06:21:49;dashitradio;Dermot Kennedy;Outnumbered
02/13/2024 06:22:05;18;Nickelback;When We Stand Together
02/13/2024 06:22:06;41;Nickelback;When We Stand Together
02/13/2024 06:22:21;bremennext;Reezy;In & Out
02/13/2024 06:23:11;1live;cassö x RAYE x D-Block Europe;Prada
02/13/2024 06:25:06;bremennext;Imagine Dragons mit J.I.D;Enemy
02/13/2024 06:25:22;18;Donna Summer;I Don't Wanna Get Hurt
02/13/2024 06:25:22;41;Purple Disco Machine ;Hypnotized
02/13/2024 06:26:27;bayern1main;Billy Joel;We Didn't Start The Fire
02/13/2024 06:26:43;1live;Justin Bieber X Bloodpop;Friends
02/13/2024 06:27:32;1live;Twocolors x Safri Duo x Chris de Sarandy;Cynical
02/13/2024 06:27:33;41;Matt Simons;Open Up
02/13/2024 06:28:21;dashitradio;Super-hi;Following The Sun (X Neeka)
02/13/2024 06:28:22;bremennext;Latto mit Lu Kala;Lottery
02/13/2024 06:28:38;18;Purple Disco Machine & Sophie And The Giants;Hypnotized
02/13/2024 06:30:00;bayern1main;BAYERN 1 Regional;Mainfranken
02/13/2024 06:31:21;dashitradio;Cro;Traum
02/13/2024 06:33:29;bremennext;Lil Nas X;J Christ
02/13/2024 06:34:02;1live;Elton John & Dua Lipa;Cold Heart (PNAU Remix)
02/13/2024 06:34:02;41;Zoe Wees;Lightning
02/13/2024 06:34:34;1live;David Kushner;Daylight
02/13/2024 06:34:50;1live;Don't worry, be happy;Bobby McFerrin
02/13/2024 06:35:06;dashitradio;James Arthur;Blindside
02/13/2024 06:35:07;18;Zoe Wees;Lightning
02/13/2024 06:36:11;wdr2;Marshmello x Pink x Sting;Dreaming
02/13/2024 06:36:11;bayern1main;F.R. David;Words
02/13/2024 06:36:27;bremennext;Troye Sivan;Rush
02/13/2024 06:37:00;1live;Giant Rooks;Pink Skies
02/13/2024 06:37:17;41;Foreigner;I Want To Know What Love Is
02/13/2024 06:38:23;18;Foreigner;I Want To Know What Love Is
02/13/2024 06:38:38;dashitradio;Robin Schulz;I'll Be There ( & Rita Ora, Tiago Pzk)
02/13/2024 06:38:39;1live;Ayliva;Lieb Mich
02/13/2024 06:38:55;wdr2;Coldplay;A sky full of stars
02/13/2024 06:39:29;bayern1main;Lady Gaga;Alejandro
02/13/2024 06:40:18;bremennext;Fred Again.. mit Jozzy;Ten
02/13/2024 06:41:57;1live;Lady GaGa;Bad Romance
02/13/2024 06:42:46;dashitradio;Foreigner;Urgent
02/13/2024 06:42:47;18;Lost Frequencies;The Feeling
02/13/2024 06:42:47;41;Lost Frequencies;The Feeling
02/13/2024 06:43:18;dashitradio;Klüngelköpp;1000 Näächte | Klüngelköpp
02/13/2024 06:43:19;bremennext;Jamule mit Fourty;Kissenschlacht
02/13/2024 06:43:35;wdr2;;WDR 2 Das Morgenmagazin mit Jan Malte Andresen & Johanna Horn
02/13/2024 06:43:35;bayern1main;Rod Stewart;Da Ya Think I'm Sexy?
02/13/2024 06:45:30;1live;Beyoncé;Texas Hold 'Em
02/13/2024 06:46:04;bayern1main;Beach Boys;California Dreamin'
02/13/2024 06:46:05;41;Falco;Egoist
02/13/2024 06:46:20;bremennext;Dua Lipa;Don't Start Now
02/13/2024 06:46:21;1live;Tiësto;The Business
02/13/2024 06:46:53;wdr2;Robbie Williams;Angels
02/13/2024 06:46:53;dashitradio;Leony;Holding On
02/13/2024 06:47:10;18;Johannes Oerding X Zeynep Avci;Stärker
02/13/2024 06:49:05;bayern1main;Ace Of Base;The Sign
02/13/2024 06:49:05;1live;Tate McRae;greedy
02/13/2024 06:50:11;1live;Jessie J feat. B.o.B.;Price Tag
02/13/2024 06:50:28;bremennext;David Guetta mit Aya Starr;Big Fu
02/13/2024 06:50:28;18;Michael Patrick Kelly;Blurry Eyes
02/13/2024 06:50:28;41;Michael Patrick Kelly;Blurry Eyes
02/13/2024 06:52:06;dashitradio;Maroon 5;One More Night
02/13/2024 06:52:22;1live;Eminem;The Real Slim Shady
02/13/2024 06:52:22;wdr2;Taylor Swift;Cruel summer
02/13/2024 06:52:39;1live;Taio Cruz feat. Ludacris;Break Your Heart
02/13/2024 06:52:39;18;Falco;Egoist
02/13/2024 06:53:29;bayern1main;Nickerbocker & Biene;Hallo Klaus
02/13/2024 06:53:46;41;Riku Rajamaa;Hold Me Close
02/13/2024 06:54:02;bremennext;Jazeek;Rufe Dich An
02/13/2024 06:54:18;bremennext;Sunday Scaries mit PiCKUPLiNES;Chill Like That
02/13/2024 06:54:34;dashitradio;Taylor Swift;Cruel summer
02/13/2024 06:55:56;wdr2;Adam Lambert;Whataya want from me
02/13/2024 06:56:45;bayern1main;Love Affair;Everlasting Love
02/13/2024 06:57:01;bremennext;Bruno Mars;24k Magic
02/13/2024 06:57:49;1live;LOI;Am I Enough
02/13/2024 06:59:11;18;Marshmello X P!nk X Sting;Dreaming
02/13/2024 06:59:11;41;Marshmello X P!nk X Sting;Dreaming
02/13/2024 06:59:59;dashitradio;Ofenbach;Overdrive (feat. Norma Jean Martine)
02/13/2024 07:00:31;bayern1main;BAYERN 1;Es ist 07:00 Uhr
02/13/2024 07:02:24;bremennext;Peggy Gou;(It Goes Like) Nanana
02/13/2024 07:02:40;dashitradio;Walk The Moon;Shut Up & Dance
02/13/2024 07:04:16;1live;VIZE & Tom Gregory;Never Let Me Down
02/13/2024 07:04:32;1live;Dizzee Rascal feat. Jme and D Double E;What You Know About That
02/13/2024 07:04:33;18;Kenya Grace;Strangers
02/13/2024 07:04:49;1live;Taylor Swift;Cruel Summer
02/13/2024 07:05:21;1live;Teddy Swims;Lose Control
02/13/2024 07:05:22;bremennext;ROSALÍA mit Cardi B;Despechá
02/13/2024 07:05:39;41;Kenya Grace;Strangers
02/13/2024 07:06:43;wdr2;Michael Schulte x R3HAB;Better me
02/13/2024 07:06:43;bayern1main;Tight Fit;The Lion Sleeps Tonight
02/13/2024 07:07:49;18;The Calling;Wherever You Will Go
02/13/2024 07:07:49;41;The Calling;Wherever You Will Go
02/13/2024 07:08:21;bremennext;Flume mit Kai;Never Be Like You
02/13/2024 07:08:21;dashitradio;Miley Cyrus;Flowers
02/13/2024 07:08:38;1live;Sido;Bilder im Kopf
02/13/2024 07:08:54;1live;Elton John & Dua Lipa;Cold Heart (PNAU Remix)
02/13/2024 07:09:27;1live;Ida Corr & Fedde Le Grand;Let Me Think About It
02/13/2024 07:09:43;bayern1main;Kylie Minogue;Can't Get You Out Of My Head
02/13/2024 07:09:59;wdr2;Amy Winehouse;Rehab
02/13/2024 07:11:38;dashitradio;Michael Jackson;Smooth Criminal
02/13/2024 07:13:16;41;Toby Romeo ;Crazy Love
02/13/2024 07:14:22;bremennext;Mero mit Ayliva;Bullet
02/13/2024 07:14:22;18;Toby Romeo & Leony;Crazy Love
02/13/2024 07:14:53;1live;Miley Cyrus;Flowers
02/13/2024 07:16:16;dashitradio;Thirty Seconds To Mars;Seasons
02/13/2024 07:16:33;bremennext;Drake mit Sexyy Red;Rich Baby Daddy
02/13/2024 07:16:33;18;Tracy Chapman;Talking 'bout A Revolution
02/13/2024 07:16:33;41;Spice Girls;Who Do You Think You Are
02/13/2024 07:17:22;wdr2;Kamrad;I believe
02/13/2024 07:17:54;bayern1main;Rick Springfield;Celebrate Youth
02/13/2024 07:18:27;1live;Kenya Grace;Strangers
02/13/2024 07:19:00;1live;Dua Lipa;Dance The Night
02/13/2024 07:19:00;dashitradio;Nea;Some Say
02/13/2024 07:20:38;bremennext;Offset mit Don Toliver;Worth It
02/13/2024 07:20:55;1live;Tyla;Water
02/13/2024 07:20:55;18;Tate Mcrae;Greedy
02/13/2024 07:21:44;bayern1main;Boney M.;Sunny
02/13/2024 07:22:17;dashitradio;Ava Max;Every Time I Cry
02/13/2024 07:23:06;18;La Vision & Gigi D'agostino;Hollywood
02/13/2024 07:23:22;bremennext;Sira mit Bausa;9 Bis 9
02/13/2024 07:23:38;1live;Rihanna;Don't Stop The Music
02/13/2024 07:25:01;1live;Sia;Gimme Love
02/13/2024 07:25:18;41;Tate Mcrae;Greedy
02/13/2024 07:26:23;bayern1main;Rod Stewart;Young Turks
02/13/2024 07:26:23;bremennext;Diplo mit Hugel;Stay High
02/13/2024 07:26:24;18;Six Was Nine;Turning Wheel
02/13/2024 07:27:11;1live;KAMRAD;I Hope You End Up Alone (With Me)
02/13/2024 07:27:12;wdr2;DNCE;Cake by the ocean
02/13/2024 07:27:29;41;Wiz Khalifa Feat. Charlie Puth;See You Again
02/13/2024 07:29:22;1live;Tiësto;The Business
02/13/2024 07:29:23;dashitradio;Taylor Swift;Is It Over Now?
02/13/2024 07:30:12;bayern1main;BAYERN 1 Regional;Mainfranken
02/13/2024 07:30:28;bremennext;Ufo361 mit Lucidbeatz;Match_3
02/13/2024 07:30:45;41;Dua Lipa;Mh Houdini
02/13/2024 07:32:55;1live;Sophie And The Giants & Purple Disco Machine;Paradise
02/13/2024 07:33:11;dashitradio;Rea Garvey;Kiss Me
02/13/2024 07:33:11;bremennext;Zerb mit Sofiya Nzau;Mwaki
02/13/2024 07:34:00;18;Chumbawamba;Tubthumping
02/13/2024 07:35:38;bayern1main;Michael Jackson;Billie Jean
02/13/2024 07:36:27;bremennext;Yakary;Sonnenbank
02/13/2024 07:37:15;wdr2;Elton John x Britney Spears;Hold me closer
02/13/2024 07:37:16;41;Wincent Weiss;Hier Mit Dir
02/13/2024 07:37:48;1live;Avicii;Waiting For Love
02/13/2024 07:38:21;18;Wincent Weiss;Hier Mit Dir
02/13/2024 07:38:37;bremennext;Skepta;Gas Me Up (Diligent)
02/13/2024 07:39:43;dashitradio;Lost Frequencies;Back To You (X Elley Duhe X X Ambassadors)
02/13/2024 07:40:15;bayern1main;Pink;Cover Me In Sunshine
02/13/2024 07:40:33;18;Felix Jaehn Feat. Sandro Cavazza;All For Love
02/13/2024 07:41:05;wdr2;Reamonn;Supergirl
02/13/2024 07:41:05;bremennext;PinkPantheress mit Ice Spice;Boy's A Liar Part 2
02/13/2024 07:41:38;1live;Teddy Swims;Lose Control
02/13/2024 07:41:39;41;Felix Jaehn Feat. Sandro Cavaz;All For Love
02/13/2024 07:42:11;dashitradio;Aura Dione;I Will Love You Monday
02/13/2024 07:43:16;bremennext;Post Malone mit Swae Lee;Circles
02/13/2024 07:44:55;18;Sugababes;Too Lost In You
02/13/2024 07:44:55;41;Sugababes;Too Lost In You
02/13/2024 07:45:27;bayern1main;Robbie Williams;Let Me Entertain You
02/13/2024 07:45:44;wdr2;Glockenbach x Ella Henderson;Lifeline
02/13/2024 07:46:16;dashitradio;The Rolling Stones;New Mess It Up (Purple Disco Machine Remix)
02/13/2024 07:46:32;1live;Selena Gomez;Single Soon
02/13/2024 07:46:49;1live;Leony;Somewhere In Between
02/13/2024 07:47:22;1live;Rihanna;S&M
02/13/2024 07:48:44;wdr2;;WDR 2 Das Morgenmagazin mit Jan Malte Andresen & Johanna Horn
02/13/2024 07:49:01;bremennext;DJ Belite;All Eyes On Me
02/13/2024 07:49:18;18;Dua Lipa;Houdini
02/13/2024 07:49:18;41;Toto;Africa
02/13/2024 07:49:33;1live;Glass Animals;Heat waves
02/13/2024 07:49:34;bayern1main;Fifth Dimension;Aquarius/Let The Sunshine In
02/13/2024 07:49:50;dashitradio;Harry Styles;As It Was
02/13/2024 07:51:29;18;Toto;Africa
02/13/2024 07:51:45;wdr2;Robbie Williams;Love my life
02/13/2024 07:52:35;bremennext;Charli Xcx mit Sam Smith;In The City
02/13/2024 07:52:36;41;Chumbawamba;Tubthumping
02/13/2024 07:52:51;1live;Ne-Yo;So Sick
02/13/2024 07:53:24;dashitradio;Mabel;Don't Call Me Up
02/13/2024 07:54:47;1live;Rihanna;Don't Stop The Music
02/13/2024 07:55:19;bremennext;Rema mit Selena Gomez;Calm Down
02/13/2024 07:56:41;wdr2;Meredith Brooks;Bitch
02/13/2024 07:58:03;18;Lauv;I Like Me Better
02/13/2024 07:58:03;41;Lauv;I Like Me Better
02/13/2024 07:58:35;bremennext;J Balvin mit Usher;Dientes
02/13/2024 07:58:51;bremennext;Coi Leray;Players
02/13/2024 08:00:44;dashitradio;Ed Sheeran;Eyes Closed
02/13/2024 08:01:00;bayern1main;;    Wirtschaft fordert Verbesserung bei Lieferkettengesetz 
02/13/2024 08:01:16;1live;Bruno Mars;24K Magic
02/13/2024 08:02:36;bremennext;Bad Bunny;Monaco
02/13/2024 08:03:57;dashitradio;Kenya Grace;Strangers
02/13/2024 08:04:13;1live;Will.I.Am feat. Britney Spears;Scream & Shout
02/13/2024 08:04:46;1live;Kygo x Ava Max;Whatever
02/13/2024 08:05:18;1live;Adele;Rolling In The Deep
02/13/2024 08:05:35;18;Onerepublic;Runaway
02/13/2024 08:05:36;41;Onerepublic;Runaway
02/13/2024 08:06:24;bremennext;Eminem;Mockingbird
02/13/2024 08:06:40;wdr2;Alle Farben & Moss Kena;Forgot how to love
02/13/2024 08:07:13;bayern1main;Kenny Loggins;Welcome To Heartlight
02/13/2024 08:07:28;dashitradio;Ac/dc;Thunderstruck
02/13/2024 08:07:46;18;Glockenbach X Ella Henderson;Lifeline
02/13/2024 08:07:46;41;Glockenbach X Ella Henderson;Lifeline
02/13/2024 08:08:35;1live;Dua Lipa;Houdini
02/13/2024 08:09:07;wdr2;Brooke Fraser;Something in the water
02/13/2024 08:10:30;bayern1main;Gianna Nannini & Edoardo Bennato;Un estate italiana
02/13/2024 08:10:30;bremennext;Capo mit Nimo;Lambo Diablo Gt
02/13/2024 08:11:04;41;The Cure;Friday I'm In Love
02/13/2024 08:12:25;dashitradio;Felix Jaehn;Call It Love (feat. Ray Dalton)
02/13/2024 08:12:42;1live;Lil Nas X & Jack Harlow;Industry Baby
02/13/2024 08:13:16;18;The Cure;Friday I'm In Love
02/13/2024 08:15:27;18;Milky Chance;Stolen Dance
02/13/2024 08:15:27;41;Milky Chance;Stolen Dance
02/13/2024 08:15:43;wdr2;Lost Frequencies;The Feeling
02/13/2024 08:15:59;1live;Avicii;Waiting For Love
02/13/2024 08:16:16;1live;Leony;Somewhere In Between
02/13/2024 08:16:32;1live;CYRIL;Stumblin' in
02/13/2024 08:16:33;bremennext;Tyla;Water
02/13/2024 08:17:38;dashitradio;Boy;Little Numbers
02/13/2024 08:17:39;41;Alle Farben Feat. Pollyanna;Let It Rain Down
02/13/2024 08:18:27;wdr2;Crash Test Dummies;Mmm Mmm Mmm Mmm
02/13/2024 08:18:27;bayern1main;Rod Stewart;Da Ya Think I'm Sexy?
02/13/2024 08:18:44;1live;Sean Paul;She Doesn't Mind
02/13/2024 08:19:00;bayern1main;Wham! (George Michael);The Edge Of Heaven
02/13/2024 08:19:00;1live;Kenya Grace;Strangers
02/13/2024 08:19:50;18;Mark Forster;Wir Sind Gross
02/13/2024 08:20:22;bremennext;The Kid Laroi mit Future;What's The Move?
02/13/2024 08:21:12;dashitradio;One Republic;Counting Stars
02/13/2024 08:22:00;1live;Selena Gomez;Single Soon
02/13/2024 08:22:01;41;Alvaro Soler;Loca
02/13/2024 08:22:16;1live;Nelly feat. Kelly Rowland;Dilemma
02/13/2024 08:22:49;bremennext;Tiėsto mit Ty Dolla $ign;The Business, Pt. Ii
02/13/2024 08:22:50;bayern1main;Clout;Save Me
02/13/2024 08:23:06;wdr2;Räuber - Hook;Oben Unten
02/13/2024 08:23:06;18;Imagine Dragons;On Top Of The World
02/13/2024 08:25:18;wdr2;Robin Schulz feat. WES;Alane
02/13/2024 08:25:19;41;Imagine Dragons;On Top Of The World
